seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
30586,2023,4709,De'Andre Hunter,NA,SF,25,4,NBA,ATL,67,2126,11.5,0.563,0.348,0.252,2.3,12.4,7.3,6,0.8,0.7,8.2,19.7,1.4,1.2,2.5,0.057,-1.9,-1.4,-3.3,-0.7
30587,2023,4602,De'Anthony Melton,NA,PG,24,5,NBA,PHI,77,2150,12.7,0.566,0.619,0.134,3.9,13.1,8.6,12.9,2.9,1.8,12.9,16.4,1.1,3.1,4.2,0.095,-0.7,1.6,0.9,1.6
30590,2023,3810,DeAndre Jordan,NA,C,34,15,NBA,DEN,39,586,14.7,0.731,0.009,0.417,10.5,28.6,19.8,7.7,1,3.5,26.1,13.7,0.5,0.9,1.4,0.112,-2.4,0.7,-1.8,0
30593,2023,3872,DeMar DeRozan,NA,SF,33,14,NBA,CHI,74,2682,20.6,0.592,0.109,0.401,1.5,12.8,7.2,22.3,1.5,1.3,9.1,27.8,5.4,3.2,8.5,0.153,1.7,0.3,2,2.6
30588,2023,4710,Dean Wade,NA,PF,26,4,NBA,CLE,44,891,8.5,0.55,0.718,0.13,2.6,17.2,9.9,5.4,1.6,2.2,8.3,10.2,0.4,1.4,1.8,0.097,-2.9,2.1,-0.7,0.3
30589,2023,4603,Deandre Ayton,NA,C,24,5,NBA,PHO,67,2035,19.9,0.617,0.027,0.225,9.2,27.5,18.1,9.2,0.9,2.3,11,22.9,3.3,3,6.2,0.147,0.9,0,0.9,1.5
30591,2023,4394,Dejounte Murray,NA,SG,26,6,NBA,ATL,74,2693,17,0.54,0.293,0.144,2.1,13.8,7.9,24,2,0.6,10.2,24.4,2.4,2.3,4.7,0.084,1.1,0,1,2.1
30592,2023,4320,Delon Wright,NA,PG,30,8,NBA,WAS,50,1221,16.3,0.581,0.409,0.206,5.5,10.7,8.2,20.9,3.7,1.2,12.2,12.9,2.1,1.6,3.7,0.146,0.4,3.1,3.4,1.7
30594,2023,4823,Deni Avdija,NA,SF,22,3,NBA,WAS,76,2020,11.2,0.535,0.401,0.285,4.2,21.9,13.4,13.9,1.6,1.2,15.9,16.7,0,2.3,2.3,0.054,-2.8,0.5,-2.3,-0.1
30595,2023,4157,Dennis Schröder,NA,PG,29,10,NBA,LAL,66,1986,11.5,0.545,0.346,0.388,1.2,7.5,4.4,20.1,1.2,0.4,12.8,18.6,1.3,1.5,2.8,0.068,-2.4,-0.5,-2.9,-0.4
30596,2023,4490,Dennis Smith Jr.,NA,PG,25,6,NBA,CHO,54,1390,11.6,0.475,0.246,0.235,2,11,6.4,26.1,2.6,1.6,14.1,17.6,-0.4,1.5,1.1,0.039,-3.5,1.3,-2.2,-0.1
30597,2023,4605,Deonte Burton,NA,SG,29,3,NBA,SAC,2,6,-12.6,0,0.5,0,0,0,0,0,0,0,0,14.3,0,0,0,-0.347,-14.7,-9.9,-24.6,0
30598,2023,5042,Dereon Seabron,NA,SG,22,1,NBA,NOP,5,12,4.6,0.4,0,0,9.5,0,4.7,0,0,0,0,17.9,0,0,0,-0.034,-6.6,-4.7,-11.3,0
30599,2023,4397,Derrick Jones Jr.,NA,SF,25,7,NBA,CHI,64,893,13.8,0.597,0.348,0.365,7.7,11.6,9.7,5.1,1.6,4,8.6,14.5,1.2,1.2,2.4,0.131,-1.2,0.8,-0.4,0.4
30600,2023,3812,Derrick Rose,NA,PG,34,14,NBA,NYK,27,338,10.1,0.463,0.396,0.075,2.6,10.4,6.5,19.9,1,1.4,11.8,23.6,-0.3,0.3,0,-0.001,-2.2,-1.5,-3.7,-0.1
30601,2023,4492,Derrick White,NA,SG,28,6,NBA,BOS,82,2319,15.4,0.604,0.516,0.253,2.5,11.2,6.9,19.4,1.1,2.8,10.1,17.7,4.4,3.1,7.4,0.154,1.1,1.3,2.4,2.6
30602,2023,4824,Desmond Bane,NA,SG,24,3,NBA,MEM,58,1841,19.1,0.606,0.433,0.218,2.5,14.3,8.4,20.8,1.4,1.1,10.9,26.1,3.5,2.3,5.8,0.151,3.3,0.1,3.5,2.5
30603,2023,4321,Devin Booker,NA,SG,26,8,NBA,PHO,53,1835,22,0.601,0.296,0.336,2.7,12,7.2,27.3,1.4,0.9,10.6,31.8,4.1,1.9,6,0.157,4.5,-0.3,4.2,2.9
30604,2023,4826,Devin Vassell,NA,SG,22,3,NBA,SAS,38,1178,15.5,0.55,0.447,0.168,0.7,13.5,6.9,17.3,1.7,1.2,8.2,24.4,0.7,0.5,1.2,0.051,1.3,-0.9,0.4,0.7
30605,2023,4827,Devon Dotson,NA,PG,23,3,NBA,WAS,6,53,4.8,0.15,0.4,0,13.1,8.1,10.5,17.6,4.6,0,23.1,10.7,-0.1,0.1,0,-0.025,-7,1.8,-5.3,0
30606,2023,4607,Devonte' Graham,NA,PG,27,5,NBA,TOT,73,1338,12.5,0.552,0.784,0.304,1.6,8.7,5.1,19.4,1.6,1.1,9.8,17.1,1.5,1,2.5,0.091,0.1,-0.2,-0.1,0.6
30607,2023,4607,Devonte' Graham,NA,PG,27,5,NBA,NOP,53,811,11.8,0.545,0.823,0.255,1.7,8.4,5,18.7,1.8,1.2,9.5,15,0.9,0.9,1.8,0.105,-0.4,0.6,0.2,0.4
30608,2023,4607,Devonte' Graham,NA,PG,27,5,NBA,SAS,20,527,13.6,0.559,0.74,0.36,1.4,9.3,5.2,20.4,1.3,0.9,10.1,20.2,0.6,0.1,0.8,0.069,1,-1.4,-0.4,0.2
30609,2023,4158,Dewayne Dedmon,NA,C,33,10,NBA,TOT,38,426,15.5,0.577,0.258,0.325,9.1,28.3,18.5,9.5,1.1,4.4,12.7,20.6,0.3,0.7,1,0.115,-2.6,1,-1.6,0
30610,2023,4158,Dewayne Dedmon,NA,C,33,10,NBA,MIA,30,350,15.6,0.576,0.287,0.341,9.1,28.1,18.2,7.3,1,4.1,11.4,21.2,0.3,0.5,0.8,0.115,-2.4,0.6,-1.8,0
30611,2023,4158,Dewayne Dedmon,NA,C,33,10,NBA,PHI,8,76,15.5,0.579,0.091,0.227,9.5,29,19.4,19.6,1.3,6.1,19.9,17.8,0,0.1,0.2,0.113,-3.5,2.8,-0.7,0
30612,2023,4494,Dillon Brooks,NA,SF,27,6,NBA,MEM,73,2214,9.4,0.494,0.443,0.155,2.2,9.5,5.8,11.7,1.4,0.7,8.9,21.8,-0.8,2.4,1.6,0.034,-3.4,-0.5,-3.9,-1.1
30613,2023,4400,Domantas Sabonis,NA,C,26,7,NBA,SAC,79,2736,23.5,0.668,0.088,0.467,10.6,30,20.3,30.4,1.1,1.2,16.9,21.3,9.6,3,12.6,0.221,4.1,1.8,5.8,5.4
30614,2023,5043,Dominick Barlow,NA,SF,19,1,NBA,SAS,28,408,12.4,0.567,0.047,0.291,11.9,15.6,13.7,7.6,1.2,3.8,13.4,11.3,0.5,0.2,0.7,0.082,-3.7,-0.8,-4.5,-0.3
30615,2023,4495,Donovan Mitchell,NA,SG,26,6,NBA,CLE,68,2432,22.9,0.614,0.453,0.262,3.1,10.9,7,21.4,2,1,10.3,32.1,5.4,3.5,8.9,0.176,5.6,0.6,6.3,5
30616,2023,5044,Donovan Williams,NA,SG,21,1,NBA,ATL,2,4,14.5,0.4,0.4,0,0,55.4,27.4,0,0,0,0,52.5,0,0,0,-0.225,-9.1,-6.1,-15.2,0
30617,2023,4608,Donte DiVincenzo,NA,SG,26,5,NBA,GSW,72,1894,12.8,0.593,0.7,0.131,4.7,14,9.4,17.3,2.4,0.5,16.4,15.1,1.9,2.3,4.2,0.106,-0.6,1.3,0.7,1.3
30618,2023,4401,Dorian Finney-Smith,NA,PF,29,7,NBA,TOT,66,2009,9.2,0.523,0.675,0.118,6.5,11.5,9,6.7,1.4,1.6,10.5,13.2,0.6,1.6,2.1,0.051,-1.7,-0.3,-2,0
30619,2023,4401,Dorian Finney-Smith,NA,PF,29,7,NBA,DAL,40,1288,10,0.557,0.7,0.129,6,11.1,8.5,6.3,1.5,1.4,9.9,12.8,0.8,0.9,1.7,0.065,-0.9,-0.2,-1.1,0.3
30620,2023,4401,Dorian Finney-Smith,NA,PF,29,7,NBA,BRK,26,721,7.7,0.466,0.634,0.099,7.5,12.3,10,7.4,1.2,1.9,11.5,13.9,-0.3,0.7,0.4,0.027,-3.3,-0.4,-3.7,-0.3
30621,2023,4237,Doug McDermott,NA,SF,31,9,NBA,SAS,64,1314,11.2,0.59,0.57,0.134,1.9,9.9,5.8,9.8,0.5,0.4,9.5,19.2,1,0,1,0.035,-0.7,-2.6,-3.2,-0.4
30622,2023,4085,Draymond Green,NA,PF,32,11,NBA,GSW,73,2297,12.2,0.592,0.276,0.228,3.2,21.6,12.6,27.8,1.5,2.3,28.1,13.2,1.6,3.1,4.7,0.098,-1.8,2.6,0.8,1.6
30623,2023,4610,Drew Eubanks,NA,C,25,5,NBA,POR,78,1584,16.2,0.666,0.054,0.374,9.5,20.9,15.2,9.2,1.2,5.7,14.7,12.5,2.9,1.6,4.4,0.134,-0.9,0.9,0.1,0.8
30624,2023,5045,Dru Smith,NA,SG,25,1,NBA,TOT,15,158,11.4,0.475,0.422,0.067,1.4,15.9,8.7,19.3,3.1,2.5,6.1,13.8,0.1,0.3,0.3,0.099,-3.8,2.9,-0.9,0
30625,2023,5045,Dru Smith,NA,SG,25,1,NBA,MIA,5,67,7.1,0.393,0.429,0,1.7,14.5,7.9,10.1,3,4.6,6.7,9.9,0,0.1,0.1,0.053,-6.3,3.1,-3.1,0
30626,2023,5045,Dru Smith,NA,SG,25,1,NBA,BRK,10,91,14.6,0.511,0.419,0.097,1.3,16.9,9.3,26,3.2,0.9,5.8,16.7,0.1,0.1,0.3,0.132,-2.1,2.7,0.7,0.1
30627,2023,4929,Duane Washington Jr.,NA,SG,22,2,NBA,PHO,31,394,9.3,0.458,0.434,0.094,0.6,9.8,5.1,25.2,0.7,0.9,11.3,32.5,-0.8,0.3,-0.5,-0.065,-1.8,-2.8,-4.6,-0.3
30628,2023,4611,Duncan Robinson,NA,SF,28,5,NBA,MIA,42,691,7.8,0.534,0.81,0.135,1.3,10.7,5.9,9.7,1,0,10,17.9,-0.1,0.6,0.5,0.035,-3.5,-1.5,-5,-0.5
30629,2023,4239,Dwight Powell,NA,C,31,9,NBA,DAL,76,1458,15.5,0.738,0.019,0.625,11.8,13.3,12.5,6.9,1.6,1.6,15.9,12.6,3.8,1.3,5.1,0.168,-1.2,0,-1.2,0.3
30630,2023,4829,Dylan Windler,NA,SF,26,3,NBA,CLE,3,10,19,0.833,0.667,0,0,0,0,15.2,5,0,25,17.9,0,0,0,0.149,3.2,3.5,6.7,0
30631,2023,5046,Dyson Daniels,NA,PG,19,1,NBA,NOP,59,1042,8.8,0.503,0.413,0.192,3.9,16.5,10.2,16.4,2,1,20.2,11.6,-0.1,1.4,1.3,0.061,-3.4,1.6,-1.8,0
30580,2023,4392,Dāvis Bertāns,NA,PF,30,7,NBA,DAL,45,492,11.9,0.618,0.881,0.094,2.3,10.3,6.3,6.2,1.1,1.5,5.7,16.2,0.6,0.3,0.9,0.09,0,-1.3,-1.2,0.1
30632,2023,4497,Edmond Sumner,NA,SG,27,5,NBA,BRK,53,736,14,0.597,0.323,0.401,2,9.9,6,13.3,2.1,1.2,13.6,22.1,0.6,0.7,1.3,0.086,-2.4,-0.2,-2.6,-0.1
30633,2023,3815,Eric Gordon,NA,SG,34,15,NBA,TOT,69,1965,11.8,0.587,0.545,0.265,0.9,6.7,3.8,13.4,1.1,1.2,12.5,17.8,1.8,0.5,2.3,0.056,-0.5,-1.4,-1.9,0.1
30634,2023,3815,Eric Gordon,NA,SG,34,15,NBA,HOU,47,1418,11.4,0.572,0.513,0.282,0.9,6.7,3.8,13.8,1,1.2,13.4,18.1,1,0.1,1.1,0.037,-0.9,-1.7,-2.6,-0.2
30635,2023,3815,Eric Gordon,NA,SG,34,15,NBA,LAC,22,547,13.1,0.629,0.634,0.217,0.8,6.7,3.8,12.2,1.2,1.3,9.9,17,0.8,0.4,1.2,0.105,0.5,-0.5,0,0.3
30636,2023,4930,Eugene Omoruyi,NA,SF,25,2,NBA,TOT,40,645,10.9,0.533,0.39,0.329,7.1,11.8,9.4,6.3,2.1,0.4,11.5,19.3,0.1,0.5,0.6,0.042,-3.5,-0.9,-4.5,-0.4
30637,2023,4930,Eugene Omoruyi,NA,SF,25,2,NBA,OKC,23,272,10.6,0.531,0.33,0.298,8.5,12.1,10.3,5.6,2.4,0,13.1,18.8,0,0.3,0.3,0.052,-4.4,-0.5,-4.9,-0.2
30638,2023,4930,Eugene Omoruyi,NA,SF,25,2,NBA,DET,17,373,11.2,0.533,0.433,0.351,6.1,11.6,8.8,6.8,1.8,0.7,10.4,19.7,0.1,0.2,0.3,0.034,-2.9,-1.3,-4.1,-0.2
30639,2023,4086,Evan Fournier,NA,SG,30,11,NBA,NYK,27,459,6.9,0.471,0.687,0.127,1,10.8,5.9,10.6,1.7,0.6,11.2,18.4,-0.3,0.4,0.1,0.01,-4,0,-4,-0.2
30640,2023,4931,Evan Mobley,NA,PF,21,2,NBA,CLE,79,2715,17.9,0.591,0.108,0.321,8.1,22.7,15.4,12.4,1.1,4,11.9,20.2,3.7,4.8,8.5,0.151,0,1.6,1.7,2.5
30641,2023,4832,Facundo Campazzo,NA,PG,31,3,NBA,DAL,8,52,7.8,0.36,0.846,0.154,0,4.5,2.2,22.6,5.7,0,17.8,14.7,-0.1,0.1,0,-0.012,-4.8,3.6,-1.2,0
30642,2023,4616,Frank Jackson,NA,PG,24,5,NBA,UTA,1,5,-6.8,0,0.333,0,21.9,21.3,21.6,22.7,0,0,0,25.1,0,0,0,-0.378,-12.5,-9.8,-22.2,0
30643,2023,4325,Frank Kaminsky,NA,C,29,8,NBA,TOT,36,235,15.3,0.635,0.524,0.254,3.2,21.2,12.1,17.8,1.2,1.6,11.4,14.1,0.5,0.2,0.7,0.141,1.2,1.7,2.8,0.3
30644,2023,4325,Frank Kaminsky,NA,C,29,8,NBA,ATL,26,176,14.9,0.72,0.523,0.273,1.8,20.8,11.2,15.3,1.4,0.5,15.4,13.9,0.4,0.2,0.5,0.148,0.7,1.8,2.6,0.2
30645,2023,4325,Frank Kaminsky,NA,C,29,8,NBA,HOU,10,59,16.6,0.434,0.526,0.211,7.4,22.6,14.9,25.2,0.8,5,0,14.6,0.1,0,0.2,0.122,2.5,1.2,3.7,0.1
30646,2023,4500,Frank Ntilikina,NA,PG,24,6,NBA,DAL,47,607,5.2,0.461,0.508,0.25,1.3,10.7,5.9,12.8,1.3,1,16.5,13.1,-0.5,0.4,-0.1,-0.01,-6.1,-0.7,-6.8,-0.7
30647,2023,4933,Franz Wagner,NA,SF,21,2,NBA,ORL,80,2609,15.9,0.589,0.322,0.288,3,11.2,7.1,17.2,1.4,0.6,11.7,23.5,3.1,2.3,5.4,0.099,0.4,-0.5,-0.1,1.3
30648,2023,4403,Fred VanVleet,NA,PG,28,7,NBA,TOR,69,2535,17,0.54,0.545,0.254,1.2,12,6.3,28.1,2.4,1.5,10.2,23.2,3.7,2.8,6.5,0.123,2,0.5,2.5,2.9
30649,2023,4501,Furkan Korkmaz,NA,SG,25,6,NBA,PHI,37,353,9.3,0.552,0.414,0.324,2,11.8,7,8.8,1.4,0.8,15.9,19.1,-0.2,0.3,0.1,0.019,-3.3,-1,-4.4,-0.2
30650,2023,4717,Gabe Vincent,NA,PG,26,4,NBA,MIA,68,1759,9,0.533,0.617,0.138,1.7,8.1,4.8,13.9,1.8,0.3,13.3,17.5,-0.3,1.7,1.4,0.038,-3.1,-0.3,-3.4,-0.6
30651,2023,4934,Gabe York,NA,SG,29,2,NBA,IND,3,56,11.8,0.548,0.857,0.095,0,11.9,5.9,12.3,1.7,0,0,16.4,0.1,0,0.1,0.091,-1.7,-1.8,-3.4,0
30652,2023,3877,Garrett Temple,NA,SG,36,13,NBA,NOP,25,162,10.5,0.535,0.578,0.089,3.5,8.4,5.9,10.6,2.7,1.2,7.9,13.4,0.1,0.2,0.3,0.094,-2.5,1.6,-1,0
30653,2023,4718,Garrison Mathews,NA,SG,26,4,NBA,TOT,54,686,9.7,0.573,0.896,0.264,1.7,10,5.8,5.1,1.7,0.7,7.8,14.7,0.7,0.3,1,0.067,-2,-0.4,-2.4,-0.1
30654,2023,4718,Garrison Mathews,NA,SG,26,4,NBA,HOU,45,602,9.1,0.564,0.912,0.265,1.8,9.6,5.7,5.1,1.9,0.6,8.7,14.3,0.5,0.2,0.7,0.058,-2.3,-0.2,-2.5,-0.1
30655,2023,4718,Garrison Mathews,NA,SG,26,4,NBA,ATL,9,84,14,0.623,0.806,0.258,1.3,13.2,7.2,4.7,0.6,1,2.8,17.8,0.2,0,0.2,0.127,0.7,-2.4,-1.7,0
30656,2023,4245,Gary Harris,NA,SG,28,9,NBA,ORL,48,1184,10.5,0.62,0.71,0.098,2,7.4,4.7,6.9,1.8,1,8,12.6,1.3,1.1,2.3,0.095,-1.3,0.7,-0.7,0.4
30657,2023,4404,Gary Payton II,NA,PG,30,7,NBA,TOT,22,367,13.3,0.701,0.377,0.101,7.4,13.9,10.6,11,2.9,1.2,18.2,10.3,0.6,0.4,1,0.125,-1.3,1.6,0.3,0.2
30658,2023,4404,Gary Payton II,NA,PG,30,7,NBA,POR,15,255,11.3,0.713,0.415,0.098,4.5,13.2,8.8,11.6,3.1,0.3,21.9,9.3,0.3,0.2,0.5,0.097,-2.1,1.5,-0.6,0.1
30659,2023,4404,Gary Payton II,NA,PG,30,7,NBA,GSW,7,112,17.7,0.682,0.321,0.107,14,15.4,14.7,9.6,2.5,3.1,12,12.5,0.3,0.2,0.4,0.191,0.6,2,2.6,0.1
30660,2023,4618,Gary Trent Jr.,NA,SG,24,5,NBA,TOR,66,2118,15,0.56,0.481,0.219,1.5,8.2,4.6,7.4,2.4,0.6,5.1,21.7,2.5,2,4.5,0.102,0.2,0,0.2,1.1
30661,2023,3816,George Hill,NA,PG,36,15,NBA,TOT,46,834,10.6,0.61,0.572,0.331,2,8.6,5.4,16.7,1.5,0.6,15.2,11.3,1.1,0.8,1.9,0.107,-2.4,0.9,-1.5,0.1
30662,2023,3816,George Hill,NA,PG,36,15,NBA,MIL,35,668,9.8,0.575,0.561,0.348,2.1,8.1,5.2,16.8,1.4,0.4,15.1,11.3,0.7,0.7,1.4,0.1,-2.8,1.2,-1.6,0.1
30663,2023,3816,George Hill,NA,PG,36,15,NBA,IND,11,166,14.1,0.751,0.618,0.265,1.3,10.7,6,16.7,2,1.6,15.6,11.4,0.4,0.1,0.5,0.136,-0.8,0,-0.8,0.1
30664,2023,4405,Georges Niang,NA,PF,29,7,NBA,PHI,78,1512,10.9,0.61,0.765,0.09,1.5,12.8,7.2,7.3,1,0.9,9.4,17,1.1,1.4,2.5,0.078,-0.4,-1,-1.4,0.2
30665,2023,4164,Giannis Antetokounmpo,NA,PF,28,10,NBA,MIL,63,2024,29,0.605,0.134,0.604,7.3,30,19.1,33.2,1.2,2.1,13.2,38.8,4.9,3.7,8.6,0.204,5.8,2.7,8.5,5.4
30666,2023,4719,Goga Bitadze,NA,C,23,4,NBA,TOT,38,457,17.1,0.582,0.208,0.336,15,18.7,16.8,12.1,1.7,5.3,13.3,15.4,0.8,0.6,1.3,0.141,-0.8,1.1,0.3,0.3
30667,2023,4719,Goga Bitadze,NA,C,23,4,NBA,IND,21,202,13.9,0.551,0.269,0.462,13.8,13.2,13.5,12.1,2.1,4.3,16.1,15.5,0.2,0.2,0.4,0.087,-2.3,1.2,-1.1,0
30668,2023,4719,Goga Bitadze,NA,C,23,4,NBA,ORL,17,255,19.7,0.606,0.164,0.247,15.9,23.1,19.5,12.2,1.3,6.1,11,15.3,0.6,0.4,1,0.184,0.4,1,1.3,0.2
30669,2023,3817,Goran Dragić,NA,PG,36,15,NBA,TOT,58,870,10.3,0.514,0.433,0.134,2.1,8.2,5.2,24.3,0.7,0.4,15.1,21.1,-0.3,0.7,0.4,0.025,-2.1,-1.8,-3.9,-0.4
30670,2023,3817,Goran Dragić,NA,PG,36,15,NBA,CHI,51,787,10.2,0.514,0.428,0.137,1.9,7.9,5,24.7,0.7,0.5,15,21,-0.2,0.6,0.4,0.023,-2.1,-1.6,-3.7,-0.3
30671,2023,3817,Goran Dragić,NA,PG,36,15,NBA,MIL,7,83,11.4,0.516,0.472,0.111,3.9,10.9,7.5,20.2,1.2,0,15.6,22.7,0,0.1,0.1,0.037,-2.3,-2.9,-5.2,-0.1
30672,2023,3941,Gordon Hayward,NA,SF,32,13,NBA,CHO,50,1577,13.5,0.563,0.275,0.274,2.2,12.6,7.3,19.3,1.3,0.7,13.2,20,0.8,1.1,2,0.059,-1.1,-0.3,-1.4,0.2
30673,2023,4167,Gorgui Dieng,NA,C,33,10,NBA,SAS,31,358,9.9,0.493,0.641,0.111,7.9,25.4,16.3,19.4,0.5,3.2,20.7,17.9,-0.2,0.2,0,0.001,-4,0.1,-3.9,-0.2
30674,2023,4720,Grant Williams,NA,PF,24,4,NBA,BOS,79,2045,10.3,0.605,0.611,0.256,4.7,14.5,9.7,8.4,1,1.3,13.4,13.1,1.9,2.6,4.4,0.104,-1.8,0.7,-1.1,0.5
30675,2023,4620,Grayson Allen,NA,SG,27,5,NBA,MIL,72,1972,12.3,0.612,0.657,0.226,3.4,9,6.3,10.9,1.5,0.6,10.5,14.6,2.8,2.2,5.1,0.123,-0.6,0.7,0.1,1
30676,2023,4937,Greg Brown III,NA,PF,21,2,NBA,POR,16,93,5.8,0.421,0.25,0.429,2.5,21.2,11.7,4.5,2.1,4.8,15.3,18.4,-0.3,0.1,-0.1,-0.074,-8.5,0,-8.5,-0.2
30677,2023,4621,Hamidou Diallo,NA,SG,24,5,NBA,DET,56,996,15.7,0.593,0.056,0.395,6.2,15.7,10.8,9.2,2.6,1.4,13.9,21.8,0.4,0.9,1.3,0.063,-1.8,0.4,-1.4,0.1
30678,2023,4089,Harrison Barnes,NA,PF,30,11,NBA,SAC,82,2662,14.1,0.632,0.446,0.522,3.8,11.9,7.9,6.3,1,0.3,8.1,17.1,5.1,1.4,6.5,0.118,0.5,-1.5,-1,0.7
30679,2023,4623,Haywood Highsmith,NA,SF,26,3,NBA,MIA,54,969,8.5,0.517,0.505,0.13,6.7,16.4,11.4,6.2,1.9,1.8,16.5,12.5,-0.3,1.3,0.9,0.046,-3.7,0.7,-3,-0.3
30680,2023,4939,Herbert Jones,NA,SF,24,2,NBA,NOP,66,1951,12.1,0.567,0.333,0.321,5.6,10,7.8,11.1,2.6,2.1,13.3,14.5,1.5,2.7,4.2,0.104,-2,1.7,-0.3,0.8
30681,2023,4837,Immanuel Quickley,NA,PG,23,3,NBA,NYK,81,2344,16.3,0.578,0.485,0.265,2.7,13.1,7.9,17.4,1.7,0.6,8.7,20.9,4.4,2.3,6.7,0.137,1.3,0.4,1.7,2.1
30682,2023,4838,Isaac Okoro,NA,SF,22,3,NBA,CLE,76,1652,10.7,0.614,0.483,0.291,3.7,9.6,6.7,7,1.7,1.7,9.5,11.9,1.9,2.3,4.2,0.122,-1.9,1.6,-0.3,0.7
30683,2023,4627,Isaiah Hartenstein,NA,C,24,5,NBA,NYK,82,1626,14.2,0.567,0.113,0.217,14.1,22.2,18.1,8.3,1.6,3.7,15.6,11.2,2.2,2.4,4.6,0.136,-1.5,1.2,-0.3,0.7
30684,2023,4940,Isaiah Jackson,NA,C,21,2,NBA,IND,63,1042,17.5,0.595,0.044,0.459,12.1,18,15,7,1.4,7.7,11.8,17.4,1.5,1.2,2.7,0.124,-1.7,0.9,-0.8,0.3
30685,2023,4839,Isaiah Joe,NA,SG,23,3,NBA,OKC,73,1395,14.5,0.626,0.776,0.197,2,11.6,6.7,8.7,1.6,0.5,6.6,17.7,2.5,1.3,3.8,0.131,1.3,-0.4,0.9,1
30686,2023,4941,Isaiah Livers,NA,PF,24,2,NBA,DET,52,1199,8.4,0.567,0.705,0.135,2.5,11,6.6,4.8,1.1,2.1,9,11.9,0.5,0.5,1,0.041,-2.1,-0.3,-2.4,-0.1
30687,2023,5047,Isaiah Mobley,NA,PF,23,1,NBA,CLE,13,84,14.1,0.521,0.286,0.143,5.6,22.4,14,5,2.4,3.3,3.3,16.4,0.1,0.2,0.2,0.135,-2.5,1.1,-1.4,0
30688,2023,4722,Isaiah Roby,NA,PF,24,4,NBA,SAS,42,474,9.3,0.497,0.387,0.265,4.7,20.6,12.3,10.7,1.8,1.2,15.2,17.8,-0.4,0.3,-0.1,-0.011,-4,-0.6,-4.6,-0.3
30689,2023,4840,Isaiah Stewart,NA,C,21,3,NBA,DET,50,1414,13.1,0.56,0.465,0.338,8.7,23.3,15.8,7.3,0.7,2.1,11.8,17.3,1.1,0.9,2,0.068,-1,-1.1,-2.1,0
30690,2023,4942,Isaiah Todd,NA,PF,21,2,NBA,WAS,6,61,-0.4,0.238,0.556,0.111,3.8,17.6,10.9,7.9,0.8,0,9.6,14.9,-0.2,0,-0.2,-0.13,-10,-3.8,-13.7,-0.2
30691,2023,3946,Ish Smith,NA,PG,34,13,NBA,DEN,43,398,6.5,0.407,0.092,0.031,1.5,13.8,7.8,32.5,1,1.6,24.9,19.3,-0.8,0.4,-0.5,-0.056,-5.5,-1.1,-6.6,-0.5
30692,2023,4943,Ish Wainright,NA,SF,28,2,NBA,PHO,60,915,9.2,0.522,0.762,0.137,5.3,11.6,8.4,7.4,2,2.2,8.4,12.2,0.5,1.2,1.7,0.089,-2.7,1.5,-1.2,0.2
30693,2023,4410,Ivica Zubac,NA,C,25,7,NBA,LAC,76,2170,16.7,0.661,0.004,0.463,12.3,26.5,19.5,5.1,0.7,4,15.9,14.8,3.8,2.9,6.7,0.149,-1.1,0.2,-0.9,0.6
30750,2023,5062,JD Davison,NA,PG,20,1,NBA,BOS,12,66,10.1,0.478,0.368,0.105,3.4,11.4,7.4,22.4,1.5,2.6,16.8,15.8,0,0.1,0.1,0.059,-4.8,0.3,-4.5,0
30797,2023,4972,JT Thor,NA,PF,20,2,NBA,CHO,69,969,7,0.506,0.517,0.197,3.9,13,8.4,4.9,1.1,2.1,14.5,13.1,-0.6,0.8,0.2,0.009,-4.3,-0.4,-4.7,-0.7
30694,2023,4723,Ja Morant,NA,PG,23,4,NBA,MEM,61,1948,23.3,0.557,0.247,0.409,3.3,16.1,9.7,41.1,1.6,0.7,12.6,34.9,3.4,2.6,6,0.148,5.2,0.5,5.7,3.8
30730,2023,4255,JaMychal Green,NA,PF,32,9,NBA,GSW,57,797,15.5,0.65,0.44,0.266,10.1,18,14.1,8.9,1.5,2.5,15.6,17.5,1.2,1,2.2,0.133,-0.7,0.2,-0.5,0.3
30741,2023,3824,JaVale McGee,NA,C,35,15,NBA,DAL,42,355,17.2,0.65,0.04,0.328,9.7,25.5,17.5,5.2,0.6,6.5,20.1,22.8,0.1,0.5,0.6,0.076,-3.6,-0.1,-3.7,-0.1
30695,2023,5048,Jabari Smith Jr.,NA,PF,19,1,NBA,HOU,79,2451,11.2,0.514,0.438,0.231,5.4,20.3,12.7,5.9,0.9,3,9.6,18.4,0.5,1.4,1.9,0.037,-2.3,-1.3,-3.7,-1.1
30696,2023,5049,Jabari Walker,NA,SF,20,1,NBA,POR,56,619,9.6,0.496,0.283,0.227,8.8,15.5,12.2,7.8,0.8,1.9,11.8,17.3,-0.1,0.3,0.2,0.015,-3.9,-2.1,-6.1,-0.6
30697,2023,5050,Jack White,NA,SF,25,1,NBA,DEN,17,66,12.6,0.517,0.474,0.158,10.7,18.6,14.8,7.7,2.2,2.7,9,14.7,0.1,0.1,0.1,0.108,-2.6,0.7,-1.9,0
