seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
31065,2023,4292,T.J. Warren,NA,SF,29,8,NBA,PHO,16,197,11.6,0.473,0.271,0.029,7.2,20.7,13.8,7.7,1.7,2.3,4.1,16,0,0.3,0.3,0.08,-2.5,0.6,-1.9,0
31066,2023,3905,Taj Gibson,NA,C,37,14,NBA,WAS,49,480,11.4,0.585,0.192,0.336,7.7,13.6,10.8,9.6,1.5,2.1,15.3,15.3,0.4,0.5,0.8,0.082,-3.6,0.5,-3.2,-0.1
31067,2023,4789,Talen Horton-Tucker,NA,SG,22,4,NBA,UTA,65,1313,13.7,0.508,0.331,0.274,3.4,13.7,8.6,27.4,1.5,1.9,15.5,25.9,-0.3,1.1,0.8,0.029,-1.1,-0.5,-1.6,0.1
31068,2023,5100,Tari Eason,NA,PF,21,1,NBA,HOU,82,1767,15.3,0.525,0.261,0.22,12,18.9,15.4,7.4,2.6,2.6,12.2,19.3,0.9,1.7,2.6,0.07,-1.3,-0.4,-1.7,0.1
31069,2023,4450,Taurean Prince,NA,SF,28,7,NBA,MIN,54,1192,10,0.597,0.512,0.203,1.4,10.8,6.2,9.6,1.1,1.1,14.3,17.3,0.3,1,1.3,0.052,-2.7,-0.6,-3.3,-0.4
31070,2023,4791,Terance Mann,NA,SG,26,4,NBA,LAC,81,1872,13.4,0.619,0.378,0.225,4.7,11.8,8.3,14,1.1,1,12.2,15.3,2.8,1.5,4.3,0.111,-0.3,0.1,-0.2,0.8
31071,2023,4792,Terence Davis,NA,SG,25,4,NBA,SAC,64,841,12.9,0.563,0.668,0.118,2.7,16.1,9.4,11.1,2.4,1.2,12.2,22.2,0,0.9,0.9,0.054,-1.3,-0.3,-1.5,0.1
31072,2023,4131,Terrence Ross,NA,SG,31,11,NBA,TOT,63,1330,10.2,0.544,0.555,0.073,1.8,11.2,6.5,10.2,1.3,0.7,8.2,16.8,0.5,1.2,1.6,0.059,-1.8,-0.3,-2.1,0
31073,2023,4131,Terrence Ross,NA,SG,31,11,NBA,ORL,42,944,8.6,0.543,0.535,0.067,1.2,9,5.1,8.1,1.3,0.8,10.7,15.7,-0.1,0.7,0.6,0.032,-2.7,-0.4,-3.1,-0.3
31074,2023,4131,Terrence Ross,NA,SG,31,11,NBA,PHO,21,386,14.2,0.546,0.59,0.084,3.4,16.7,9.9,15.4,1.3,0.5,3.4,19.7,0.6,0.4,1,0.127,0.3,0.2,0.5,0.2
31075,2023,4366,Terry Rozier,NA,SG,28,8,NBA,CHO,63,2221,14.7,0.517,0.425,0.185,2.4,10.2,6.2,22.7,1.6,0.6,9.4,26.9,0.1,1.6,1.7,0.037,0.6,-1.1,-0.6,0.8
31076,2023,5010,Terry Taylor,NA,PF,23,2,NBA,TOT,31,264,11,0.557,0.253,0.147,11.4,8.4,9.9,5.1,0.5,2,10.1,14.2,0.2,0.1,0.3,0.054,-2.3,-1.8,-4.1,-0.1
31077,2023,5010,Terry Taylor,NA,PF,23,2,NBA,IND,26,228,8.8,0.507,0.277,0.108,10.7,8.3,9.5,5.9,0.6,1.9,11.7,14.2,0,0.1,0.1,0.021,-3.4,-1.9,-5.3,-0.2
31078,2023,5010,Terry Taylor,NA,PF,23,2,NBA,CHI,5,36,25,0.85,0.1,0.4,16,9.3,12.6,0,0,2.7,0,14.5,0.2,0,0.2,0.262,4.6,-0.9,3.7,0.1
31079,2023,3791,Thaddeus Young,NA,PF,34,16,NBA,TOR,54,795,14.1,0.573,0.172,0.131,9.4,14.6,11.8,12.9,3.4,0.6,16.7,13.5,0.7,1.1,1.8,0.109,-1.8,1.9,0.1,0.4
31080,2023,4367,Thanasis Antetokounmpo,NA,SF,30,5,NBA,MIL,37,206,6.7,0.458,0.174,0.478,7.9,14.1,11.1,9.3,0.7,1.2,17.7,13.8,-0.1,0.2,0.1,0.022,-6.5,-1.1,-7.6,-0.3
31082,2023,4674,Theo Pinson,NA,SG,27,5,NBA,DAL,40,323,10.1,0.512,0.713,0.149,3.6,19.3,11.4,19.6,0.9,0.3,11.5,14.7,0.2,0.2,0.5,0.071,-2.4,-0.9,-3.4,-0.1
31083,2023,4568,Thomas Bryant,NA,C,25,6,NBA,TOT,59,1081,19.7,0.682,0.16,0.341,8.9,24.6,17,4.3,0.7,2.4,8.2,18.2,2.7,1.4,4.1,0.183,1.1,-0.5,0.6,0.7
31084,2023,4568,Thomas Bryant,NA,C,25,6,NBA,LAL,41,876,21.5,0.712,0.166,0.359,8.5,25.1,17.1,5,0.8,2.2,7.4,18.2,2.7,1.2,3.8,0.211,2.4,-0.1,2.3,0.9
31085,2023,4568,Thomas Bryant,NA,C,25,6,NBA,DEN,18,205,11.8,0.547,0.132,0.265,11,22.4,16.8,1.3,0.5,3,11.6,18.2,0,0.2,0.3,0.066,-4.4,-2.2,-6.6,-0.2
31081,2023,4886,Théo Maledon,NA,PG,21,3,NBA,CHO,44,854,11.6,0.515,0.374,0.291,1.7,13.9,7.7,24.2,2.1,1.2,17.1,17,0,0.9,0.8,0.047,-3,0.5,-2.5,-0.1
31086,2023,4209,Tim Hardaway Jr.,NA,SG,30,10,NBA,DAL,71,2152,12.1,0.554,0.649,0.195,1.1,12.6,6.8,9,1.1,0.5,6.1,20.6,1,1.3,2.3,0.051,-0.3,-1.5,-1.8,0.1
31087,2023,4055,Tobias Harris,NA,PF,30,12,NBA,PHI,74,2436,14.8,0.602,0.383,0.153,3.3,17,10.3,11.4,1.4,1.5,9,18.2,3.1,2.8,5.9,0.116,0.6,0.1,0.7,1.7
31088,2023,4569,Tony Bradley,NA,C,25,6,NBA,CHI,12,33,21.7,0.69,0.417,0.333,3.5,33.8,18.9,4.4,1.5,2.9,6.8,19.8,0.1,0.1,0.2,0.22,4.4,0.5,4.9,0.1
31089,2023,4570,Torrey Craig,NA,SF,32,6,NBA,PHO,79,1948,11.6,0.566,0.506,0.09,8.1,16.3,12.1,7.9,1.3,2.9,12.3,13,1.5,2.5,4,0.098,-1.3,0.7,-0.6,0.7
31090,2023,4676,Trae Young,NA,PG,24,5,NBA,ATL,73,2541,22,0.573,0.331,0.46,2.4,7,4.7,42.5,1.5,0.3,15.2,32.6,5.3,1.4,6.7,0.126,5.3,-2,3.3,3.4
31091,2023,4887,Tre Jones,NA,PG,23,3,NBA,SAS,68,1984,16,0.534,0.213,0.231,3,10.8,6.7,31.5,2.1,0.4,11.8,19.3,2.6,0.8,3.4,0.082,-0.2,-0.8,-1,0.5
31092,2023,5012,Tre Mann,NA,PG,21,2,NBA,OKC,67,1183,10,0.492,0.513,0.11,2.4,11.8,7,14,1.6,0.9,10.6,20.7,-0.6,1.1,0.5,0.021,-3,-1,-3.9,-0.6
31093,2023,5014,Trendon Watford,NA,PF,22,2,NBA,POR,62,1182,13.6,0.625,0.198,0.31,4.1,19.2,11.6,16,1.3,0.9,16.2,16.1,1.3,0.7,2.1,0.084,-1.4,-0.4,-1.8,0.1
31094,2023,4888,Trent Forrest,NA,PG,24,3,NBA,ATL,23,277,6.1,0.424,0.033,0.05,2,12.8,7.3,16.5,1.2,0.6,19.7,11.6,-0.2,0.2,-0.1,-0.011,-5.4,0.2,-5.2,-0.2
31095,2023,5015,Trevelin Queen,NA,SG,25,2,NBA,IND,7,70,6,0.337,0.517,0.172,12.7,14.2,13.5,11.1,1.4,6.1,18.3,22.9,-0.3,0.1,-0.2,-0.133,-5.6,-1.5,-7.2,-0.1
31096,2023,5101,Trevor Hudgins,NA,PG,23,1,NBA,HOU,5,28,4.2,0.436,0.889,0.333,0,0,0,13.9,0,0,8.8,16.8,0,0,0,-0.035,-3.8,-4.7,-8.4,0
31097,2023,5102,Trevor Keels,NA,SG,19,1,NBA,NYK,3,8,3.7,0.375,1,0,0,27.6,13.7,0,0,0,0,21.4,0,0,0,-0.062,-7.4,-5.6,-13,0
31098,2023,4369,Trey Lyles,NA,PF,27,8,NBA,SAC,74,1247,14.2,0.607,0.588,0.304,6.3,21.1,13.7,7,1,2.2,12.2,18.1,1.4,1.2,2.6,0.098,0,-0.9,-1,0.3
31099,2023,5016,Trey Murphy III,NA,SF,22,2,NBA,NOP,79,2448,15.2,0.65,0.621,0.238,2.7,10.3,6.5,6.4,1.8,1.7,6.5,16.6,4.8,2.8,7.6,0.15,1.4,0.4,1.8,2.3
31100,2023,4678,Troy Brown Jr.,NA,SF,23,5,NBA,LAL,76,1860,9.6,0.561,0.604,0.084,3.7,13.7,8.9,6.6,1.5,0.7,9.2,12.1,1,2,2.9,0.075,-1.8,0.8,-1,0.5
31101,2023,4794,Ty Jerome,NA,SG,25,4,NBA,GSW,45,816,12.8,0.594,0.372,0.169,1,9.4,5.3,22.1,1.3,0.5,10.3,14.9,1.4,0.7,2.1,0.124,-1,0.3,-0.8,0.3
31107,2023,5104,TyTy Washington Jr.,NA,PG,21,1,NBA,HOU,31,433,7.5,0.432,0.5,0.113,0.5,11,5.7,15.3,1.7,0.5,7.7,17.4,-0.3,0.1,-0.1,-0.016,-5,-1.3,-6.3,-0.5
31102,2023,4573,Tyler Dorsey,NA,SG,26,3,NBA,DAL,3,8,45.5,0.9,0.4,0,14.4,14.7,14.5,0,0,0,0,28.3,0.1,0,0.1,0.367,16.5,1.6,18,0
31103,2023,4796,Tyler Herro,NA,SG,23,4,NBA,MIA,67,2337,15.3,0.566,0.484,0.164,1.3,17.3,9,19.9,1.1,0.7,11.7,25.6,1.1,2.4,3.5,0.072,1.5,-0.8,0.6,1.6
31104,2023,4892,Tyrese Haliburton,NA,PG,22,3,NBA,IND,56,1883,23.6,0.624,0.478,0.239,1.9,10.1,6,47.6,2.3,1.1,13.2,23.8,6.4,1.2,7.6,0.195,7,0.2,7.2,4.4
31105,2023,5103,Tyrese Martin,NA,SG,23,1,NBA,ATL,16,66,7.7,0.44,0.304,0.087,8.2,11.7,10,3.9,0.7,0,7.7,16.5,0,0,0,-0.01,-4.2,-3.1,-7.4,-0.1
31106,2023,4893,Tyrese Maxey,NA,SG,22,3,NBA,PHI,60,2016,17,0.605,0.404,0.233,1.4,8.8,5.2,16.9,1.2,0.4,7.4,24.1,3.7,1.6,5.4,0.128,1.9,-1.2,0.7,1.3
31108,2023,4370,Tyus Jones,NA,PG,26,8,NBA,MEM,80,1940,16,0.546,0.459,0.141,1.5,9.4,5.5,28.8,2,0.3,8.9,17.7,3.4,2.3,5.7,0.141,1.2,0.3,1.6,1.7
31109,2023,4894,Udoka Azubuike,NA,C,23,3,NBA,UTA,36,359,16.1,0.774,0,0.278,9.5,26.1,17.9,4.3,0.8,3.5,18.2,11.5,0.6,0.4,1,0.134,-1.2,0.5,-0.6,0.1
31110,2023,3491,Udonis Haslem,NA,C,42,20,NBA,MIA,7,71,6.2,0.433,0.31,0.172,6.4,12,9.1,0,0.7,2.9,3.1,20.1,-0.1,0.1,0,-0.009,-8.2,-3.9,-12.1,-0.2
31111,2023,5018,Usman Garuba,NA,PF,20,2,NBA,HOU,75,970,12.9,0.569,0.333,0.266,13.4,21.4,17.4,8.8,2.2,2.9,19.2,10.5,0.9,0.9,1.8,0.091,-2,0.6,-1.4,0.2
31112,2023,4895,Vernon Carey Jr.,NA,C,21,3,NBA,WAS,11,28,10.8,0.338,0,0.25,12.4,30.6,21.8,13.3,3.5,6,18.4,16.9,-0.1,0.1,0,0.014,-7.1,2.1,-5,0
31113,2023,4217,Victor Oladipo,NA,SG,30,10,NBA,MIA,42,1106,10.6,0.513,0.526,0.196,1.6,12.3,6.8,19.8,2.6,1.1,16.6,21.1,-0.9,1.5,0.6,0.024,-2.9,0.8,-2.1,0
31114,2023,5105,Vince Williams Jr.,NA,SG,22,1,NBA,MEM,15,105,3.9,0.367,0.7,0.05,4,11.1,7.6,4.8,2.7,1.7,10.9,18.1,-0.3,0.2,-0.1,-0.049,-8.3,-0.2,-8.5,-0.2
31115,2023,5019,Vit Krejci,NA,PG,22,2,NBA,ATL,29,165,7.6,0.475,0.568,0.054,3.9,13.4,8.6,12.4,1.4,0.5,11.7,10.9,0,0.1,0.1,0.042,-4.2,0.6,-3.6,-0.1
31116,2023,4799,Vlatko Čančar,NA,PF,25,4,NBA,DEN,60,889,11,0.606,0.507,0.181,3.2,13.1,8.3,11.5,1.2,1.4,13.1,13.8,0.9,0.8,1.7,0.093,-1.7,-0.1,-1.8,0
31117,2023,5106,Walker Kessler,NA,C,21,1,NBA,UTA,74,1703,21.5,0.702,0.007,0.384,14.9,24.4,19.7,5.7,0.7,8.6,10.7,13.3,4.6,2.5,7.1,0.2,1.4,1.5,2.9,2.1
31118,2023,4682,Wendell Carter Jr.,NA,C,23,5,NBA,ORL,57,1690,17.3,0.621,0.367,0.318,8,25.3,16.6,12,0.9,1.9,13.2,20.5,2.6,2,4.6,0.13,0.9,0.1,1,1.3
31119,2023,5107,Wendell Moore Jr.,NA,SG,21,1,NBA,MIN,29,153,9.3,0.465,0.395,0.116,3,10,6.6,15.3,2.5,2.8,15,14.9,-0.1,0.2,0.1,0.028,-3.7,1.3,-2.4,0
31120,2023,4800,Wenyen Gabriel,NA,PF,25,4,NBA,LAL,68,1024,14.4,0.626,0.138,0.323,12.6,17.2,15,4.8,1.2,2.9,13.4,14.1,1.5,1.3,2.8,0.132,-2.3,0.1,-2.2,-0.1
31121,2023,3914,Wesley Matthews,NA,SG,36,14,NBA,MIL,52,820,7,0.519,0.775,0.175,4.5,9.7,7.2,5.1,1.2,1.3,9.5,9.8,0.3,0.9,1.2,0.073,-3.5,0.8,-2.7,-0.1
31122,2023,4140,Will Barton,NA,SG,32,11,NBA,TOT,56,993,10,0.493,0.495,0.129,1.7,13.5,7.7,15.4,1.4,1.1,11.1,18.9,-0.4,0.8,0.4,0.021,-2,-0.6,-2.6,-0.2
31123,2023,4140,Will Barton,NA,SG,32,11,NBA,WAS,40,782,10,0.504,0.484,0.158,1.5,13.8,7.9,16.5,1.1,1.1,12.9,19.4,-0.4,0.6,0.2,0.013,-1.7,-0.9,-2.7,-0.1
31124,2023,4140,Will Barton,NA,SG,32,11,NBA,TOR,16,211,9.9,0.451,0.532,0.025,2.5,12.2,7,11,2.6,1.4,3.6,16.7,0,0.2,0.2,0.051,-2.9,0.5,-2.5,0
31125,2023,4460,Willy Hernangómez,NA,C,28,7,NBA,NOP,38,458,20.7,0.61,0.065,0.615,14.4,30.1,22.3,10.7,1.8,2.7,15.4,23.8,0.8,0.8,1.6,0.171,-0.2,0.5,0.3,0.3
31126,2023,5108,Xavier Cooks,NA,PF,27,1,NBA,WAS,10,126,14.3,0.586,0.036,0.357,14.7,18.7,16.8,6.4,2.3,2.7,19.8,13.9,0.1,0.2,0.2,0.094,-3.2,-0.5,-3.7,-0.1
31127,2023,5020,Xavier Moon,NA,SG,28,2,NBA,LAC,4,20,7.2,0.389,0.333,0,0,16.6,8.4,35.7,0,0,10,21.8,0,0,0,-0.03,-4.1,-1,-5.1,0
31128,2023,5021,Xavier Sneed,NA,SF,25,2,NBA,CHO,4,48,9.5,0.723,0.6,0.4,0,11.3,5.6,13.9,0,1.8,20.3,12.9,0.1,0,0.1,0.086,-3.1,-0.4,-3.6,0
31129,2023,4897,Xavier Tillman Sr.,NA,PF,24,3,NBA,MEM,61,1180,17.3,0.621,0.049,0.291,10.9,16.7,13.8,10.9,2.3,2.2,11.3,13.7,2.3,1.9,4.2,0.171,0.3,1.7,1.9,1.2
31130,2023,4684,Yuta Watanabe,NA,SF,28,5,NBA,BRK,58,928,12.1,0.637,0.582,0.203,3.7,13.1,8.5,7,1.3,1.6,8,13.1,1.3,0.9,2.1,0.111,-0.4,-0.2,-0.6,0.3
31131,2023,4580,Zach Collins,NA,C,25,5,NBA,SAS,63,1441,16.4,0.599,0.268,0.259,8.5,22.5,15.2,18,1.2,2.8,17.4,21.2,1.2,1,2.2,0.074,-0.5,0.3,-0.2,0.6
31132,2023,4299,Zach LaVine,NA,SG,27,9,NBA,CHI,77,2768,19,0.607,0.392,0.308,1.7,12.2,7.1,18.7,1.2,0.6,11,28.3,4.2,2.9,7.1,0.123,2.7,-0.7,1.9,2.7
31133,2023,4898,Zeke Nnaji,NA,PF,22,3,NBA,DEN,53,728,12.5,0.62,0.332,0.316,10.5,11.2,10.9,3.3,1.1,2.8,12.2,15.2,0.9,0.7,1.6,0.106,-2.7,-0.9,-3.7,-0.3
31134,2023,5024,Ziaire Williams,NA,SF,21,2,NBA,MEM,37,561,7.4,0.511,0.495,0.112,3,11.9,7.5,8.2,1.2,1,15.2,18,-0.5,0.6,0.1,0.011,-4.7,-0.8,-5.6,-0.5
31135,2023,4803,Zion Williamson,NA,PF,22,3,NBA,NOP,29,956,25.2,0.652,0.041,0.529,6.9,17,12,24.4,1.6,1.6,14.6,30.4,2.3,1.2,3.6,0.18,4.8,1,5.8,1.9
29646,2022,4219,Aaron Gordon,NA,PF,26,8,NBA,DEN,75,2376,15.3,0.602,0.312,0.276,6.1,14.3,10.3,11.6,0.9,1.7,12.5,19.7,3.2,2,5.2,0.105,0.5,-1.1,-0.6,0.9
29647,2022,4899,Aaron Henry,NA,SF,22,1,NBA,PHI,6,17,-7.4,0.2,0.2,0,0,6.5,3.3,0,0,10.6,28.6,18.5,-0.1,0,-0.1,-0.306,-14,-2.4,-16.5,-0.1
29648,2022,4582,Aaron Holiday,NA,PG,25,4,NBA,TOT,63,1021,12.6,0.544,0.305,0.201,2.6,10.3,6.5,20.7,2,0.7,15.4,18.7,0.5,0.9,1.5,0.068,-1.9,0.3,-1.7,0.1
29649,2022,4582,Aaron Holiday,NA,PG,25,4,NBA,WAS,41,663,11.3,0.547,0.313,0.164,1.5,9.5,5.6,17.1,1.8,1.2,14.5,18,0.1,0.4,0.5,0.038,-2.4,0.3,-2.1,0
29650,2022,4582,Aaron Holiday,NA,PG,25,4,NBA,PHO,22,358,14.9,0.538,0.29,0.266,4.6,11.7,8.2,27.4,2.4,0,16.8,20,0.4,0.5,0.9,0.125,-1,0.3,-0.8,0.1
29651,2022,4805,Aaron Nesmith,NA,SF,22,2,NBA,BOS,52,574,7.3,0.507,0.632,0.143,2.9,13.6,8.4,5.4,1.7,0.8,13.8,17.2,-0.4,0.9,0.4,0.038,-4.9,0.7,-4.3,-0.3
29652,2022,4900,Aaron Wiggins,NA,SG,23,1,NBA,OKC,50,1209,10.3,0.556,0.409,0.252,4.3,11,7.6,8.5,1.2,0.8,12.6,15.3,0.5,0.8,1.2,0.048,-3.4,-0.9,-4.3,-0.7
29653,2022,4463,Abdel Nader,NA,SF,28,5,NBA,PHO,14,145,4.9,0.431,0.4,0.286,3,16.6,10,5.9,2.7,2.5,21.8,15,-0.3,0.3,0,-0.009,-7.1,2.2,-5,-0.1
29654,2022,4901,Ade Murkey,NA,SG,24,1,NBA,SAC,1,1,0,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,-0.017,-7.4,-2.3,-9.7,0
29655,2022,4688,Admiral Schofield,NA,SF,24,2,NBA,ORL,38,469,7.5,0.538,0.612,0.116,3.8,16.3,10,7.9,0.4,1,13.4,14.5,-0.1,0.3,0.3,0.027,-4.2,-1.2,-5.4,-0.4
29656,2022,4902,Ahmad Caver,NA,SG,25,1,NBA,IND,1,1,76.2,1,0,0,0,0,0,0,0,0,0,42.8,0,0,0,1.204,31,5.9,36.9,0
29657,2022,3734,Al Horford,NA,C,35,15,NBA,BOS,69,2005,16.7,0.574,0.466,0.167,6,22.2,14.3,16.4,1.2,4.2,9.6,14.8,3.7,3.8,7.6,0.181,1.4,2.9,4.3,3.2
29658,2022,3982,Alec Burks,NA,SG,30,11,NBA,NYK,81,2318,13.7,0.559,0.534,0.363,2.1,16.6,9.2,15.7,1.8,1.1,9.7,17.7,3.2,2.9,6.1,0.126,-0.4,1.2,0.8,1.7
29659,2022,4903,Aleem Ford,NA,SF,24,1,NBA,ORL,5,74,0.5,0.35,0.75,0,2.8,18.6,10.7,3.8,0.7,0,16.7,14,-0.2,0.1,-0.2,-0.103,-9.1,-2.2,-11.4,-0.2
29660,2022,4806,Aleksej Pokusevski,NA,PF,20,2,NBA,OKC,61,1233,12,0.485,0.432,0.11,6,20.8,13.3,16.5,1.5,2.9,16.4,20,-1.1,1.5,0.4,0.014,-2.7,0.1,-2.6,-0.2
29661,2022,4465,Alex Caruso,NA,SG,27,5,NBA,CHI,41,1147,11.7,0.528,0.492,0.285,3.3,11.2,7.3,18.5,3,1.1,16.5,13.3,0.7,1.2,2,0.082,-2.2,2.3,0.2,0.6
29662,2022,4142,Alex Len,NA,C,28,9,NBA,SAC,39,620,13.1,0.577,0.119,0.358,9,19.3,14.1,10.6,1,3.5,17.4,17.1,0.4,0.5,0.9,0.07,-3.2,0.3,-2.9,-0.1
29663,2022,4466,Alfonzo McKinnie,NA,SF,29,5,NBA,CHI,17,206,5.6,0.457,0.443,0.131,7.1,10.9,9,3.2,0.5,1.3,9.8,15.3,-0.2,0.1,-0.1,-0.015,-5.6,-3.4,-9,-0.4
29664,2022,4583,Alize Johnson,NA,PF,25,4,NBA,TOT,23,167,10.7,0.463,0.103,0.308,18.8,22.1,20.4,7.1,1.5,0,21.3,14.8,0,0.1,0.1,0.041,-3.6,-1.8,-5.5,-0.1
29665,2022,4583,Alize Johnson,NA,PF,25,4,NBA,CHI,16,121,10.2,0.537,0.087,0.304,15,18.5,16.7,8.6,1.2,0,23.5,12.4,0.1,0.1,0.2,0.063,-3.4,-0.6,-4,-0.1
29666,2022,4583,Alize Johnson,NA,PF,25,4,NBA,WAS,3,18,5.7,0.311,0.333,0.167,31.3,42.4,36.9,0,0,0,31.8,23.3,-0.1,0,-0.1,-0.183,-7.7,-8.3,-16.1,-0.1
29667,2022,4583,Alize Johnson,NA,PF,25,4,NBA,NOP,4,28,15.9,0.383,0,0.4,27.1,24.3,25.7,4.9,3.5,0,7.8,19.6,0,0,0.1,0.088,-1.9,-3,-4.9,0
29668,2022,4904,Alperen Şengün,NA,C,19,1,NBA,HOU,72,1489,16,0.552,0.223,0.442,10.1,18.9,14.5,19.1,1.9,4.1,18.8,22,0.8,1.3,2.1,0.068,-1.6,0.6,-1,0.4
29669,2022,4690,Amir Coffey,NA,SG,24,3,NBA,LAC,69,1567,13,0.598,0.545,0.251,1.8,11.2,6.7,11.4,1.2,0.8,8,15.8,2.3,1.5,3.8,0.116,-0.3,0,-0.3,0.7
29670,2022,4064,Andre Drummond,NA,C,28,10,NBA,TOT,73,1437,21,0.574,0.007,0.379,18,34.1,26.2,13.7,2.7,4.2,18.5,19,2,3.1,5.1,0.17,-0.1,1.4,1.3,1.2
29671,2022,4064,Andre Drummond,NA,C,28,10,NBA,PHI,49,902,19.3,0.544,0.008,0.345,17.1,36.1,26.8,16,3.1,4.5,22.4,17.6,0.7,2.2,2.9,0.153,-1.2,2.5,1.3,0.7
29672,2022,4064,Andre Drummond,NA,C,28,10,NBA,BRK,24,535,23.8,0.61,0.005,0.421,19.4,30.6,25.1,9.8,2,3.8,13.5,21.5,1.3,0.9,2.2,0.199,1.7,-0.5,1.2,0.4
29673,2022,3500,Andre Iguodala,NA,SF,38,18,NBA,GSW,31,603,12.3,0.478,0.612,0.165,3.9,13.9,9.1,24.7,2.2,3.5,17.7,11.4,0.5,1.1,1.6,0.125,-0.9,3.7,2.7,0.7
29674,2022,4223,Andrew Wiggins,NA,SF,26,8,NBA,GSW,73,2329,15,0.56,0.392,0.231,4.1,10.9,7.6,10.8,1.6,2.1,9,23.1,1.8,3.4,5.1,0.105,0.3,0.1,0.4,1.4
29675,2022,4586,Anfernee Simons,NA,SG,22,4,NBA,POR,57,1681,15.3,0.583,0.555,0.146,1.6,8.5,4.9,22.2,0.9,0.4,11.9,24.8,2,-0.1,1.9,0.055,1.9,-2.7,-0.7,0.5
29676,2022,4066,Anthony Davis,NA,C,28,10,NBA,LAL,40,1404,23.9,0.578,0.101,0.351,8.1,22,15.1,14.7,1.7,5.7,9.3,27.1,2.6,2,4.5,0.155,2.6,1.2,3.8,2
29677,2022,4808,Anthony Edwards,NA,SG,20,2,NBA,MIN,72,2466,16.5,0.56,0.484,0.225,2.6,12.5,7.5,17.4,2,1.8,12.2,26.4,1.8,2.4,4.3,0.084,1.6,-0.4,1.2,2
29678,2022,4809,Anthony Gill,NA,PF,29,2,NBA,WAS,44,463,14.7,0.682,0.239,0.477,8,12.2,10.2,8.3,0.5,2,12,14.4,1.1,0.2,1.4,0.14,-0.6,-1.3,-1.9,0
29679,2022,4810,Anthony Lamb,NA,SF,24,2,NBA,SAS,2,8,-0.5,0,1,0,0,13.2,6.6,27.9,0,0,0,10.6,0,0,0,-0.138,-6.2,-1.8,-8,0
29680,2022,4811,Armoni Brooks,NA,SG-PG,23,2,NBA,TOT,54,844,8.4,0.483,0.862,0.073,2.5,10.9,6.7,10.4,1.6,1.2,8.3,16.4,-0.1,0.4,0.2,0.014,-2.6,-1.3,-3.9,-0.4
29681,2022,4811,Armoni Brooks,NA,SG,23,2,NBA,HOU,41,690,8.4,0.49,0.849,0.076,1.9,11.1,6.4,10.3,1.4,1,8.1,17.4,-0.2,0.2,0,0.002,-2.6,-1.8,-4.4,-0.4
29682,2022,4811,Armoni Brooks,NA,PG,23,2,NBA,TOR,13,154,8.6,0.437,0.947,0.053,5.3,10.4,7.7,11,2.3,1.9,9.3,11.9,0,0.2,0.2,0.067,-2.8,1.2,-1.6,0
29683,2022,4905,Arnoldas Kulboka,NA,SF,24,1,NBA,CHO,2,5,-10.7,0,1,0,0,0,0,0,0,0,0,8.5,0,0,0,-0.217,-14.7,-7.1,-21.8,0
29684,2022,4906,Austin Reaves,NA,SG,23,1,NBA,LAL,61,1418,11.5,0.6,0.525,0.371,3.4,11.2,7.3,10.3,1,1.3,9.8,12.4,2.1,0.8,2.9,0.097,-1.3,-0.6,-1.9,0
29685,2022,4069,Austin Rivers,NA,SG,29,10,NBA,DEN,67,1480,7.2,0.546,0.66,0.126,1.5,6.9,4.3,8,1.7,0.4,12.8,12.6,0.1,1.1,1.2,0.037,-3.5,-0.3,-3.8,-0.7
29686,2022,3918,Avery Bradley,NA,SG,31,12,NBA,LAL,62,1406,7.8,0.55,0.6,0.051,2.4,8,5.2,4.5,1.8,0.6,9.6,12.1,0.3,0.9,1.2,0.04,-3.5,-0.1,-3.6,-0.6
29687,2022,4907,Ayo Dosunmu,NA,SG,22,1,NBA,CHI,77,2110,11.2,0.596,0.348,0.146,1.4,9.9,5.7,16.5,1.4,1.2,15.9,14.1,1.7,1.3,3,0.069,-1.9,-0.1,-2,0
29688,2022,4588,B.J. Johnson,NA,SF,26,3,NBA,ORL,4,65,12.1,0.52,0.4,0,9.7,14.7,12.2,0,0,1.4,0,16.7,0.1,0,0.1,0.065,-0.7,-3.9,-4.7,0
29689,2022,4472,Bam Adebayo,NA,C,24,5,NBA,MIA,56,1825,21.8,0.608,0.008,0.466,8.7,26.1,17.5,17.5,2.2,2.6,14.4,25,3.6,3.5,7.2,0.188,1.7,2.1,3.8,2.7
29690,2022,4148,Ben McLemore,NA,SG,28,9,NBA,POR,64,1285,11.7,0.567,0.774,0.163,1,8.1,4.4,7.3,1.4,0.8,8.7,21.3,0.7,0.2,0.8,0.031,-0.7,-2.5,-3.2,-0.4
29691,2022,3984,Bismack Biyombo,NA,C,29,11,NBA,PHO,36,506,17.3,0.596,0,0.49,13.7,21.5,17.7,6.2,1.1,4.6,12.4,17.1,0.9,0.9,1.8,0.17,-1.7,0.4,-1.3,0.1
